INTERACTION_ID,ENTREZ_GENE_A,ENTREZ_GENE_B,OFFICIAL_SYMBOL_A,OFFICIAL_SYMBOL_B,EXPERIMENTAL_SYSTEM,PUBMED_ID,PUBMED_AUTHOR,THROUGHPUT,QUALIFICATIONS
120242,4110,5264,MAGEA11,PHYH,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
120254,1407,83755,CRY1,KRTAP4-12,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
120325,6687,83755,SPG7,KRTAP4-12,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
120355,22934,55093,RPIA,WDYHV1,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
120378,22934,22934,RPIA,RPIA,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
120415,27229,113675,TUBGCP4,SDSL,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
120454,4188,10922,MDFI,FASTK,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
120513,22934,60491,RPIA,NIF3L1,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
120611,80308,80308,FLAD1,FLAD1,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
120646,7004,25937,TEAD4,WWTR1,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
120663,6303,51204,SAT1,TACO1,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
120691,10922,11030,FASTK,RBPMS,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
120725,2954,2954,GSTZ1,GSTZ1,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
120735,5071,9319,PARK2,TRIP13,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
120802,4110,10935,MAGEA11,PRDX3,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
120840,4223,25813,MEOX2,SAMM50,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
120926,2653,9111,GCSH,NMI,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
120951,4110,55621,MAGEA11,TRMT1,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
120972,4188,9814,MDFI,SFI1,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
120994,4188,6687,MDFI,SPG7,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
121051,8576,22934,STK16,RPIA,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
121114,664,8834,BNIP3,TMEM11,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
121206,4100,7381,MAGEA1,UQCRB,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
121318,10567,125170,RABAC1,MIEF2,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
121323,664,665,BNIP3,BNIP3L,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
121397,468,55037,ATF4,PTCD3,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
121398,1468,83755,SLC25A10,KRTAP4-12,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
121439,10241,10922,CALCOCO2,FASTK,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
121482,1407,7186,CRY1,TRAF2,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
121557,29979,125170,UBQLN1,MIEF2,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
121612,7005,25937,TEAD3,WWTR1,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
121623,9513,22934,FXR2,RPIA,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
121922,10588,81628,MTHFS,TSC22D4,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
122092,664,664,BNIP3,BNIP3,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
122134,331,842,XIAP,CASP9,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
122143,402,5147,ARL2,PDE6D,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
122147,578,598,BAK1,BCL2L1,Two-hybrid,16189514,Rual JF (2005),High Throughput,-
126245,578,598,BAK1,BCL2L1,Affinity Capture-Western,16189514,Rual JF (2005),High Throughput,-
126325,664,8834,BNIP3,TMEM11,Affinity Capture-Western,16189514,Rual JF (2005),High Throughput,-
133613,10587,5702,TXNRD2,PSMC3,Two-hybrid,11463857,Ishizuka T (2001),Low Throughput,-
240069,5366,581,PMAIP1,BAX,Affinity Capture-Western,15705586,Sun Y (2005),Low Throughput,-
240087,4170,90427,MCL1,BMF,Protein-peptide,15694340,Chen L (2005),Low Throughput,-
240088,4170,572,MCL1,BAD,Protein-peptide,15694340,Chen L (2005),Low Throughput,-
240089,4170,638,MCL1,BIK,Protein-peptide,15694340,Chen L (2005),Low Throughput,-
240090,4170,8739,MCL1,HRK,Protein-peptide,15694340,Chen L (2005),Low Throughput,-
240091,4170,637,MCL1,BID,Protein-peptide,15694340,Chen L (2005),Low Throughput,-
240099,10018,4170,BCL2L11,MCL1,Affinity Capture-Western,15694340,Chen L (2005),Low Throughput,-
240102,27113,4170,BBC3,MCL1,Affinity Capture-Western,15694340,Chen L (2005),Low Throughput,-
240107,5366,4170,PMAIP1,MCL1,Affinity Capture-Western,15694340,Chen L (2005),Low Throughput,-
241453,373156,10128,GSTK1,LRPPRC,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
241516,7384,10856,UQCRC1,RUVBL2,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
241581,55969,5825,C20orf24,ABCD3,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
241612,7384,7385,UQCRC1,UQCRC2,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
241635,373156,54919,GSTK1,DNAAF5,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
241640,11331,1499,PHB2,CTNNB1,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
241656,373156,57510,GSTK1,XPO5,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
241657,7030,11331,TFE3,PHB2,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
241671,7030,47,TFE3,ACLY,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
241683,578,285527,BAK1,FRYL,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
241694,8848,373156,TSC22D1,GSTK1,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
241712,373156,79711,GSTK1,IPO4,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
241723,8533,5264,COPS3,PHYH,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
241758,11156,5825,PTP4A3,ABCD3,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
241765,22933,11331,SIRT2,PHB2,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
241821,373156,10015,GSTK1,PDCD6IP,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
241822,26517,51719,TIMM13,CAB39,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
241824,994,11331,CDC25B,PHB2,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
241832,51643,4580,TMBIM4,MTX1,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
241834,10857,80303,PGRMC1,EFHD1,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
241839,373156,83481,GSTK1,EPPK1,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
241889,10955,11331,SERINC3,PHB2,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
241894,9641,47,IKBKE,ACLY,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
241903,373156,4670,GSTK1,HNRNPM,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
241910,11331,3728,PHB2,JUP,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
241935,578,11214,BAK1,AKAP13,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
241939,373156,11231,GSTK1,SEC63,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
241965,5888,26517,RAD51,TIMM13,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
241967,373156,1639,GSTK1,DCTN1,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
241973,49856,5264,WRAP73,PHYH,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
241983,11179,10965,ZNF277,ACOT2,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
241985,373156,54205,GSTK1,CYCS,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
241988,6446,7284,SGK1,TUFM,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
241991,373156,6185,GSTK1,RPN2,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242054,26517,26521,TIMM13,TIMM8B,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242060,26517,25843,TIMM13,MOB4,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242112,53918,9131,PELO,AIFM1,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242172,53918,5825,PELO,ABCD3,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242178,8453,26517,CUL2,TIMM13,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242188,10955,7417,SERINC3,VDAC2,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242196,373156,3376,GSTK1,IARS,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242204,578,2091,BAK1,FBL,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242205,578,23524,BAK1,SRRM2,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242219,64400,92609,AKTIP,TIMM50,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242237,51497,9377,NELFCD,COX5A,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242246,8079,9131,MLF2,AIFM1,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242251,26517,6119,TIMM13,RPA3,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242265,80303,7062,EFHD1,TCHH,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242281,373156,388697,GSTK1,HRNR,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242289,373156,6184,GSTK1,RPN1,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242296,26517,1678,TIMM13,TIMM8A,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242301,578,3881,BAK1,KRT31,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242303,373156,3351,GSTK1,HTR1B,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242324,8601,51027,RGS20,BOLA1,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242331,578,7417,BAK1,VDAC2,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242350,7205,2040,TRIP6,STOM,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242363,11331,23165,PHB2,NUP205,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242381,471,2040,ATIC,STOM,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242394,51497,4513,NELFCD,COX2,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242401,8453,2040,CUL2,STOM,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242404,373156,9343,GSTK1,EFTUD2,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242408,11331,9958,PHB2,USP15,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242426,7384,6636,UQCRC1,SNRPF,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242432,8079,5825,MLF2,ABCD3,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242438,11331,64210,PHB2,MMS19,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242501,80303,3884,EFHD1,KRT33B,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242527,4232,5825,MEST,ABCD3,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242544,10857,5825,PGRMC1,ABCD3,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242561,7384,58477,UQCRC1,SRPRB,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242580,11331,23042,PHB2,PDXDC1,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242589,373156,1650,GSTK1,DDOST,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242645,8767,11331,RIPK2,PHB2,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242659,471,51103,ATIC,NDUFAF1,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242667,53918,92609,PELO,TIMM50,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242675,373156,26128,GSTK1,KIAA1279,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242710,373156,57805,GSTK1,CCAR2,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242759,4163,7416,MCC,VDAC1,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242762,5564,47,PRKAB1,ACLY,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242763,11331,11218,PHB2,DDX20,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242772,55969,9131,C20orf24,AIFM1,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242803,11331,9688,PHB2,NUP93,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242821,8625,55037,RFXANK,PTCD3,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242824,7416,3799,VDAC1,KIF5B,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242903,373156,9183,GSTK1,ZW10,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242906,9500,92609,MAGED1,TIMM50,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242912,51497,11331,NELFCD,PHB2,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242920,578,1676,BAK1,DFFA,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242925,4521,55178,NUDT1,RNMTL1,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242950,578,10097,BAK1,ACTR2,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242951,578,23077,BAK1,MYCBP2,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
242983,11331,864,PHB2,RUNX3,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243000,8453,55178,CUL2,RNMTL1,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243001,373156,55215,GSTK1,FANCI,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243002,3692,4942,EIF6,OAT,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243007,7384,3301,UQCRC1,DNAJA1,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243018,11156,9131,PTP4A3,AIFM1,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243042,11331,92609,PHB2,TIMM50,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243050,373156,4176,GSTK1,MCM7,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243059,373156,9782,GSTK1,MATR3,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243061,4913,55178,NTHL1,RNMTL1,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243068,55969,10845,C20orf24,CLPX,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243081,7416,117159,VDAC1,DCD,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243098,11345,7416,GABARAPL2,VDAC1,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243118,11331,83481,PHB2,EPPK1,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243122,51497,1329,NELFCD,COX5B,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243124,7205,55178,TRIP6,RNMTL1,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243172,373156,25814,GSTK1,ATXN10,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243173,9641,27044,IKBKE,SND1,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243176,11331,22820,PHB2,COPG1,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243178,10285,55178,SMNDC1,RNMTL1,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243192,11331,3959,PHB2,LGALS3BP,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243193,22827,2040,PUF60,STOM,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243212,373156,6520,GSTK1,SLC3A2,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243232,2932,47,GSK3B,ACLY,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243253,7189,7416,TRAF6,VDAC1,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243268,22827,55178,PUF60,RNMTL1,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243419,55290,9131,BRF2,AIFM1,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243428,55290,5825,BRF2,ABCD3,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243439,837,7419,CASP4,VDAC3,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243471,10289,38,EIF1B,ACAT1,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243521,4831,47,NME2,ACLY,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243536,80025,56925,PANK2,LXN,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243537,80025,7416,PANK2,VDAC1,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243538,80025,170506,PANK2,DHX36,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243539,80025,5924,PANK2,RASGRF2,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243540,80025,84074,PANK2,QRICH2,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243579,10971,80025,YWHAQ,PANK2,Affinity Capture-MS,17353931,Ewing RM (2007),High Throughput,Exogenous expression of bait
243594,641,7156,BLM,TOP3A,Reconstituted Complex,10734115,Wu L (2000),Low Throughput,1-212 and residues 1266-1417 of BLM were sufficient to direct binding of hTOPO III
243700,578,578,BAK1,BAK1,Affinity Capture-Western,15077116,Leu JI (2004),Low Throughput,"After cell stress, p53 interacts with the pro-apoptotic mitochondrial membrane protein Bak. Interaction of p53 with Bak causes oligomerization of Bak and release of cytochrome c from mitochondria. Notably, we show that formation of the p53-Bak complex coi"
243701,4170,578,MCL1,BAK1,Reconstituted Complex,15077116,Leu JI (2004),Low Throughput,"After cell stress, p53 interacts with the pro-apoptotic mitochondrial membrane protein Bak. Interaction of p53 with Bak causes oligomerization of Bak and release of cytochrome c from mitochondria. Notably, we show that formation of the p53-Bak complex coi"
243702,4170,578,MCL1,BAK1,Affinity Capture-Western,15077116,Leu JI (2004),Low Throughput,"After cell stress, p53 interacts with the pro-apoptotic mitochondrial membrane protein Bak. Interaction of p53 with Bak causes oligomerization of Bak and release of cytochrome c from mitochondria. Notably, we show that formation of the p53-Bak complex coi"
243703,7157,578,TP53,BAK1,Affinity Capture-Western,15077116,Leu JI (2004),Low Throughput,"After cell stress, p53 interacts with the pro-apoptotic mitochondrial membrane protein Bak. Interaction of p53 with Bak causes oligomerization of Bak and release of cytochrome c from mitochondria. Notably, we show that formation of the p53-Bak complex coi"
243704,7157,578,TP53,BAK1,Reconstituted Complex,15077116,Leu JI (2004),Low Throughput,"After cell stress, p53 interacts with the pro-apoptotic mitochondrial membrane protein Bak. Interaction of p53 with Bak causes oligomerization of Bak and release of cytochrome c from mitochondria. Notably, we show that formation of the p53-Bak complex coi"
