INTERACTION_ID,ENTREZ_GENE_A,ENTREZ_GENE_B,OFFICIAL_SYMBOL_A,OFFICIAL_SYMBOL_B,EXPERIMENTAL_SYSTEM,PUBMED_ID,PUBMED_AUTHOR,THROUGHPUT,QUALIFICATIONS
143264,856027,854601,ATP4,ATP6,Affinity Capture-Western,14998992,Tzagoloff A (2004),Low Throughput,-
145085,856898,854598,OXA1,COX1,Affinity Capture-Western,11250894,Hell K (2001),Low Throughput,crosslinker added
145086,856898,854622,OXA1,COX2,Affinity Capture-Western,11250894,Hell K (2001),Low Throughput,crosslinker added
145087,856898,854622,OXA1,COX2,Affinity Capture-Western,9482871,Hell K (1998),Low Throughput,crosslinker added
145089,856898,854627,OXA1,COX3,Affinity Capture-Western,11250894,Hell K (2001),Low Throughput,crosslinker added
145090,856898,854627,OXA1,COX3,Affinity Capture-Western,9482871,Hell K (1998),Low Throughput,crosslinker added
145091,856898,854601,OXA1,ATP6,Affinity Capture-Western,11250894,Hell K (2001),Low Throughput,crosslinker added
145366,854945,856801,SML1,RNR1,Reconstituted Complex,10593972,Chabes A (1999),Low Throughput,-
145963,853427,853091,RNR2,RNR4,Reconstituted Complex,10716984,Chabes A (2000),Low Throughput,-
146413,851817,854622,COX20,COX2,Affinity Capture-Western,10671482,Hell K (2000),Low Throughput,-
146491,854910,854598,COX14,COX1,Affinity Capture-Western,15306853,Barrientos A (2004),Low Throughput,s35 labelling
146492,850900,854598,MSS51,COX1,Affinity Capture-Western,15306853,Barrientos A (2004),Low Throughput,s35 labelling
146717,853427,853427,RNR2,RNR2,Co-crystal Structure,15196016,Sommerhalter M (2004),Low Throughput,-
147893,853033,854622,PHB1,COX2,Affinity Capture-Western,15525670,Tatsuta T (2005),Low Throughput,-
148737,856027,854601,ATP4,ATP6,Reconstituted Complex,9425084,Spannagel C (1998),Low Throughput,-
148738,856027,854601,ATP4,ATP6,Reconstituted Complex,9893937,Velours J (1998),Low Throughput,-
153392,854598,854627,COX1,COX3,Co-fractionation,15921494,Horan S (2005),Low Throughput,-
153393,854598,856448,COX1,COX6,Co-fractionation,15921494,Horan S (2005),Low Throughput,-
153394,854598,855675,COX1,COX5A,Co-fractionation,15921494,Horan S (2005),Low Throughput,-
153395,854598,854695,COX1,COX5B,Co-fractionation,15921494,Horan S (2005),Low Throughput,-
153396,854598,854622,COX1,COX2,Co-fractionation,15921494,Horan S (2005),Low Throughput,-
153397,854598,852688,COX1,COX4,Co-fractionation,15921494,Horan S (2005),Low Throughput,-
153398,854598,855298,COX1,COX7,Co-fractionation,15921494,Horan S (2005),Low Throughput,-
153399,854598,851111,COX1,COX8,Co-fractionation,15921494,Horan S (2005),Low Throughput,-
153443,852325,854622,SCO1,COX2,Co-fractionation,11546815,Nittis T (2001),Low Throughput,-
153471,856801,856801,RNR1,RNR1,Co-fractionation,10593972,Chabes A (1999),Low Throughput,-
153714,856801,856801,RNR1,RNR1,Co-fractionation,11893751,Domkin V (2002),Low Throughput,-
153903,854627,856897,COX3,PET122,Dosage Lethality,1661254,Folley LS (1991),Low Throughput,-
153904,854627,855781,COX3,PET494,Dosage Lethality,1661254,Folley LS (1991),Low Throughput,-
154011,856801,850873,RNR1,RFX1,Dosage Lethality,9741624,Huang M (1998),Low Throughput,-
154012,853427,850873,RNR2,RFX1,Dosage Lethality,9741624,Huang M (1998),Low Throughput,-
154195,853427,854026,RNR2,CDC33,Dosage Rescue,10585489,Abid MR (1999),Low Throughput,-
154869,854598,851517,COX1,MTF2,Dosage Rescue,2651895,Asher EB (1989),Low Throughput,-
154871,854598,855104,COX1,NAM7,Dosage Rescue,2651895,Asher EB (1989),Low Throughput,-
154873,854598,856486,COX1,NAM8,Dosage Rescue,2651895,Asher EB (1989),Low Throughput,-
154975,854622,855299,COX2,PET111,Dosage Rescue,8167413,Mulero JJ (1993),Low Throughput,-
154976,854622,855299,COX2,PET111,Dosage Rescue,7510017,Mulero JJ (1994),Low Throughput,-
154977,854627,856897,COX3,PET122,Dosage Rescue,8393138,Costanzo MC (1993),Low Throughput,-
154979,854627,856897,COX3,PET122,Dosage Rescue,1661254,Folley LS (1991),Low Throughput,-
154982,854627,855781,COX3,PET494,Dosage Rescue,8393138,Costanzo MC (1993),Low Throughput,-
154983,854627,855781,COX3,PET494,Dosage Rescue,1661254,Folley LS (1991),Low Throughput,-
155215,852582,856801,PAF1,RNR1,Dosage Rescue,12395202,Betz JL (2002),Low Throughput,overexpression of RNR1 partially rescues paf1 sensitivity to HU
155217,852433,856801,MEC1,RNR1,Dosage Rescue,9927443,Vallen EA (1999),Low Throughput,in GAL-Cln1 background
155218,853091,856801,RNR4,RNR1,Dosage Rescue,9315670,Huang M (1997),Low Throughput,-
155219,854508,856801,MIP1,RNR1,Dosage Rescue,8552025,Lecrenier N (1995),Low Throughput,-
155221,856801,854744,RNR1,RNR3,Dosage Rescue,2199320,Elledge SJ (1990),Low Throughput,-
156226,854198,856801,EXO1,RNR1,Phenotypic Enhancement,11438669,Amin NS (2001),Low Throughput,-
156492,855299,854622,PET111,COX2,Phenotypic Enhancement,7510017,Mulero JJ (1994),Low Throughput,-
157795,854026,853427,CDC33,RNR2,Synthetic Lethality,10585489,Abid MR (1999),Low Throughput,-
